movieId,title,genres,imdbId,tmdbId,url,rating_count,rating_avg
1672,"Rainmaker, The (1997)",Drama,0119978,11975,http://www.imdb.com/title/tt0119978/,12,3.375
1673,Boogie Nights (1997),Drama,0118749,4995,http://www.imdb.com/title/tt0118749/,39,4.076923076923077
1674,Witness (1985),Drama|Romance|Thriller,0090329,9281,http://www.imdb.com/title/tt0090329/,40,3.65
1675,Incognito (1997),Crime|Thriller,0119365,45928,http://www.imdb.com/title/tt0119365/,1,3.5
1676,Starship Troopers (1997),Action|Sci-Fi,0120201,563,http://www.imdb.com/title/tt0120201/,80,3.33125
1677,Critical Care (1997),Comedy|Drama,0118901,61337,http://www.imdb.com/title/tt0118901/,1,2
1678,"Joy Luck Club, The (1993)",Drama|Romance,0107282,19931,http://www.imdb.com/title/tt0107282/,10,3.5
1679,Chairman of the Board (1998),Comedy,0118836,31535,http://www.imdb.com/title/tt0118836/,1,2
1680,Sliding Doors (1998),Drama|Romance,0120148,10215,http://www.imdb.com/title/tt0120148/,25,3.6
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,0119707,9823,http://www.imdb.com/title/tt0119707/,7,1.9285714285714286
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,0120382,37165,http://www.imdb.com/title/tt0120382/,125,3.812
1683,"Wings of the Dove, The (1997)",Drama|Romance,0120520,45609,http://www.imdb.com/title/tt0120520/,6,4.416666666666667
1684,Mrs. Dalloway (1997),Drama|Romance,0119723,38904,http://www.imdb.com/title/tt0119723/,4,3.5
1685,"I Love You, I Love You Not (1996)",Drama|Romance,0116592,45565,http://www.imdb.com/title/tt0116592/,1,3
1686,Red Corner (1997),Crime|Thriller,0119994,9407,http://www.imdb.com/title/tt0119994/,3,3.6666666666666665
1687,"Jackal, The (1997)",Action|Thriller,0119395,4824,http://www.imdb.com/title/tt0119395/,18,3.2222222222222223
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,0118617,9444,http://www.imdb.com/title/tt0118617/,20,3.35
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,0120483,9414,http://www.imdb.com/title/tt0120483/,7,2.2142857142857144
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,0118583,8078,http://www.imdb.com/title/tt0118583/,45,2.922222222222222
1693,Amistad (1997),Drama|Mystery,0118607,11831,http://www.imdb.com/title/tt0118607/,19,3.5
1694,"Apostle, The (1997)",Drama,0118632,2895,http://www.imdb.com/title/tt0118632/,7,3
1695,Artemisia (1997),Drama,0123385,39177,http://www.imdb.com/title/tt0123385/,2,4
1696,Bent (1997),Drama|War,0118698,19601,http://www.imdb.com/title/tt0118698/,2,3.5
1699,"Butcher Boy, The (1997)",Comedy|Drama,0118804,22797,http://www.imdb.com/title/tt0118804/,2,4
1701,Deconstructing Harry (1997),Comedy|Drama,0118954,2639,http://www.imdb.com/title/tt0118954/,8,3.875
1702,Flubber (1997),Children|Comedy|Fantasy,0119137,9574,http://www.imdb.com/title/tt0119137/,16,3
1703,For Richer or Poorer (1997),Comedy,0119142,10371,http://www.imdb.com/title/tt0119142/,5,2.9
1704,Good Will Hunting (1997),Drama|Romance,0119217,489,http://www.imdb.com/title/tt0119217/,141,4.078014184397163
1707,Home Alone 3 (1997),Children|Comedy,0119303,9714,http://www.imdb.com/title/tt0119303/,8,1.875
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,0119668,8197,http://www.imdb.com/title/tt0119668/,24,3.1041666666666665
1713,Mouse Hunt (1997),Children|Comedy,0119715,6283,http://www.imdb.com/title/tt0119715/,7,3.0714285714285716
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,0120082,4233,http://www.imdb.com/title/tt0120082/,31,2.9193548387096775
1718,Stranger in the House (1997),Thriller,0120222,191874,http://www.imdb.com/title/tt0120222/,2,3.25
1719,"Sweet Hereafter, The (1997)",Drama,0120255,10217,http://www.imdb.com/title/tt0120255/,16,4.25
1721,Titanic (1997),Drama|Romance,0120338,597,http://www.imdb.com/title/tt0120338/,140,3.414285714285714
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,0120347,714,http://www.imdb.com/title/tt0120347/,45,3.066666666666667
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,0119925,9922,http://www.imdb.com/title/tt0119925/,13,2.6923076923076925
1727,"Horse Whisperer, The (1998)",Drama|Romance,0119314,547,http://www.imdb.com/title/tt0119314/,4,3.75
1729,Jackie Brown (1997),Crime|Drama|Thriller,0119396,184,http://www.imdb.com/title/tt0119396/,48,3.6979166666666665
1730,Kundun (1997),Drama,0119485,9746,http://www.imdb.com/title/tt0119485/,4,3.25
1731,Mr. Magoo (1997),Comedy,0119718,9438,http://www.imdb.com/title/tt0119718/,4,1.75
1732,"Big Lebowski, The (1998)",Comedy|Crime,0118715,115,http://www.imdb.com/title/tt0118715/,106,3.9245283018867925
1733,Afterglow (1997),Drama|Romance,0118566,26941,http://www.imdb.com/title/tt0118566/,4,4.5
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,0119590,27103,http://www.imdb.com/title/tt0119590/,9,4.055555555555555
1735,Great Expectations (1998),Drama|Romance,0119223,9410,http://www.imdb.com/title/tt0119223/,11,3.3181818181818183
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,0118539,32302,http://www.imdb.com/title/tt0118539/,1,4
1746,Senseless (1998),Comedy,0120820,12538,http://www.imdb.com/title/tt0120820/,1,2
1747,Wag the Dog (1997),Comedy,0120885,586,http://www.imdb.com/title/tt0120885/,31,3.338709677419355
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,0118929,2666,http://www.imdb.com/title/tt0118929/,48,3.8229166666666665
1752,Hard Rain (1998),Action|Crime|Thriller,0120696,11258,http://www.imdb.com/title/tt0120696/,4,2.5
1753,Half Baked (1998),Comedy,0120693,9490,http://www.imdb.com/title/tt0120693/,16,3.59375
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,0119099,9411,http://www.imdb.com/title/tt0119099/,15,3.5
1755,Shooting Fish (1997),Comedy|Romance,0120122,25719,http://www.imdb.com/title/tt0120122/,5,4.1
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,0112913,11220,http://www.imdb.com/title/tt0112913/,1,2
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,0119815,21253,http://www.imdb.com/title/tt0119815/,1,5
1760,Spice World (1997),Comedy,0120185,6116,http://www.imdb.com/title/tt0120185/,10,1.35
1762,Deep Rising (1998),Action|Horror|Sci-Fi,0118956,9457,http://www.imdb.com/title/tt0118956/,5,2.3
1767,Music From Another Room (1998),Drama|Romance,0119734,39424,http://www.imdb.com/title/tt0119734/,2,3
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,0120008,11702,http://www.imdb.com/title/tt0120008/,14,2.9285714285714284
1770,B. Monkey (1998),Crime|Romance|Thriller,0120594,2923,http://www.imdb.com/title/tt0120594/,2,2.5
1771,Night Flier (1997),Horror,0119784,12238,http://www.imdb.com/title/tt0119784/,1,4
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,0118747,11568,http://www.imdb.com/title/tt0118747/,12,2.7083333333333335
1777,"Wedding Singer, The (1998)",Comedy|Romance,0120888,11003,http://www.imdb.com/title/tt0120888/,56,3.419642857142857
1779,Sphere (1998),Sci-Fi|Thriller,0120184,10153,http://www.imdb.com/title/tt0120184/,23,2.760869565217391
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,0120782,30949,http://www.imdb.com/title/tt0120782/,5,2.8
1784,As Good as It Gets (1997),Comedy|Drama|Romance,0119822,2898,http://www.imdb.com/title/tt0119822/,96,3.6979166666666665
1785,King of New York (1990),Crime|Thriller,0099939,9558,http://www.imdb.com/title/tt0099939/,5,3.9
1791,Twilight (1998),Crime|Drama|Thriller,0119594,26269,http://www.imdb.com/title/tt0119594/,3,2.3333333333333335
1792,U.S. Marshals (1998),Action|Crime|Thriller,0120873,11808,http://www.imdb.com/title/tt0120873/,23,3.0217391304347827
1793,Welcome to Woop-Woop (1997),Comedy,0120491,6970,http://www.imdb.com/title/tt0120491/,2,4
1794,Love and Death on Long Island (1997),Comedy|Drama,0119574,47452,http://www.imdb.com/title/tt0119574/,1,3
1797,Everest (1998),Documentary|IMAX,0120661,21736,http://www.imdb.com/title/tt0120661/,6,4.25
1798,Hush (1998),Thriller,0118744,17941,http://www.imdb.com/title/tt0118744/,2,2
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,0120241,10668,http://www.imdb.com/title/tt0120241/,13,3.423076923076923
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,0120744,9313,http://www.imdb.com/title/tt0120744/,25,3.5
1804,"Newton Boys, The (1998)",Crime|Drama,0120769,42807,http://www.imdb.com/title/tt0120769/,3,3
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,0120890,617,http://www.imdb.com/title/tt0120890/,31,3.0161290322580645
1806,Paulie (1998),Adventure|Children|Comedy,0125454,36568,http://www.imdb.com/title/tt0125454/,8,2.3125
1807,"Cool, Dry Place, A (1998)",Drama,0120642,37272,http://www.imdb.com/title/tt0120642/,1,3
1809,Fireworks (Hana-bi) (1997),Crime|Drama,0119250,5910,http://www.imdb.com/title/tt0119250/,6,4
1810,Primary Colors (1998),Comedy|Drama,0119942,9440,http://www.imdb.com/title/tt0119942/,11,3.5
1812,Wide Awake (1998),Children|Comedy|Drama,0120510,32911,http://www.imdb.com/title/tt0120510/,3,3.6666666666666665
1816,Two Girls and a Guy (1997),Comedy|Drama,0124179,32456,http://www.imdb.com/title/tt0124179/,3,2
1821,"Object of My Affection, The (1998)",Comedy|Romance,0120772,17127,http://www.imdb.com/title/tt0120772/,6,2.6666666666666665
1824,Homegrown (1998),Comedy|Thriller,0119305,17133,http://www.imdb.com/title/tt0119305/,1,1
1825,The Players Club (1998),Comedy|Drama,0119905,19848,http://www.imdb.com/title/tt0119905/,1,3.5
1826,Barney's Great Adventure (1998),Adventure|Children,0120598,17644,http://www.imdb.com/title/tt0120598/,1,2
1827,"Big One, The (1997)",Comedy|Documentary,0124295,1774,http://www.imdb.com/title/tt0124295/,3,3.3333333333333335
1829,Chinese Box (1997),Drama|Romance,0118851,30265,http://www.imdb.com/title/tt0118851/,2,3.25
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,0120738,2157,http://www.imdb.com/title/tt0120738/,29,2.4482758620689653
1833,Mercury Rising (1998),Action|Drama|Thriller,0120749,8838,http://www.imdb.com/title/tt0120749/,13,3
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,0120176,29193,http://www.imdb.com/title/tt0120176/,11,4
1835,City of Angels (1998),Drama|Fantasy|Romance,0120632,795,http://www.imdb.com/title/tt0120632/,17,3.3823529411764706
1836,"Last Days of Disco, The (1998)",Comedy|Drama,0120728,16980,http://www.imdb.com/title/tt0120728/,3,4.5
1837,"Odd Couple II, The (1998)",Comedy,0120773,27472,http://www.imdb.com/title/tt0120773/,4,2.25
1839,My Giant (1998),Comedy,0120765,47881,http://www.imdb.com/title/tt0120765/,1,3
1840,He Got Game (1998),Drama,0124718,9469,http://www.imdb.com/title/tt0124718/,7,3.2142857142857144
1841,"Gingerbread Man, The (1998)",Drama|Thriller,0119196,12488,http://www.imdb.com/title/tt0119196/,1,3
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,0118819,267,http://www.imdb.com/title/tt0118819/,4,3.875
1845,Zero Effect (1998),Comedy|Mystery|Thriller,0120906,16148,http://www.imdb.com/title/tt0120906/,15,3.966666666666667
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,0118755,9449,http://www.imdb.com/title/tt0118755/,12,3.0416666666666665
1855,Krippendorf's Tribe (1998),Comedy,0120725,31220,http://www.imdb.com/title/tt0120725/,7,2.5714285714285716
1856,Kurt & Courtney (1998),Documentary,0138563,13907,http://www.imdb.com/title/tt0138563/,3,4
1857,"Real Blonde, The (1997)",Comedy,0119987,29825,http://www.imdb.com/title/tt0119987/,1,3.5
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,0117786,10622,http://www.imdb.com/title/tt0117786/,8,2.5625
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,0120265,30020,http://www.imdb.com/title/tt0120265/,3,3.6666666666666665
1860,Character (Karakter) (1997),Drama,0119448,17139,http://www.imdb.com/title/tt0119448/,4,2.625
1862,Species II (1998),Horror|Sci-Fi,0120841,10216,http://www.imdb.com/title/tt0120841/,9,1.9444444444444444
1863,Major League: Back to the Minors (1998),Comedy,0120742,9771,http://www.imdb.com/title/tt0120742/,7,2.4285714285714284
1866,"Big Hit, The (1998)",Action|Comedy|Crime,0120609,9448,http://www.imdb.com/title/tt0120609/,7,2.9285714285714284
1867,Tarzan and the Lost City (1998),Action|Adventure,0120856,38618,http://www.imdb.com/title/tt0120856/,1,2
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,0118925,78373,http://www.imdb.com/title/tt0118925/,1,3
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,0119683,4415,http://www.imdb.com/title/tt0119683/,10,3.75
1875,Clockwatchers (1997),Comedy,0118866,55561,http://www.imdb.com/title/tt0118866/,6,3.9166666666666665
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,0120647,8656,http://www.imdb.com/title/tt0120647/,43,3.0697674418604652
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,0120800,18937,http://www.imdb.com/title/tt0120800/,2,2
1882,Godzilla (1998),Action|Sci-Fi|Thriller,0120685,929,http://www.imdb.com/title/tt0120685/,33,1.9545454545454546
1883,Bulworth (1998),Comedy|Drama|Romance,0118798,9452,http://www.imdb.com/title/tt0118798/,24,3.2708333333333335
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,0120669,1878,http://www.imdb.com/title/tt0120669/,46,3.967391304347826
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,0120777,9844,http://www.imdb.com/title/tt0120777/,12,3.125
1887,Almost Heroes (1998),Adventure|Comedy|Western,0119053,14342,http://www.imdb.com/title/tt0119053/,2,2
1888,Hope Floats (1998),Comedy|Drama|Romance,0119313,9715,http://www.imdb.com/title/tt0119313/,3,2.6666666666666665
1889,Insomnia (1997),Drama|Mystery|Thriller,0119375,26610,http://www.imdb.com/title/tt0119375/,8,3.75
1891,"Ugly, The (1997)",Horror|Thriller,0120401,40961,http://www.imdb.com/title/tt0120401/,1,2
1892,"Perfect Murder, A (1998)",Thriller,0120787,1965,http://www.imdb.com/title/tt0120787/,16,3.28125
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,0116692,312,http://www.imdb.com/title/tt0116692/,1,4.5
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,0120828,6068,http://www.imdb.com/title/tt0120828/,16,2.84375
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,0127723,15037,http://www.imdb.com/title/tt0127723/,15,3.3333333333333335
1897,High Art (1998),Drama|Romance,0139362,37636,http://www.imdb.com/title/tt0139362/,2,3.5
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,0118849,21334,http://www.imdb.com/title/tt0118849/,1,4
1902,Dream for an Insomniac (1996),Drama|Romance,0116141,32284,http://www.imdb.com/title/tt0116141/,1,4
1904,Henry Fool (1997),Comedy|Drama,0122529,37410,http://www.imdb.com/title/tt0122529/,3,3.3333333333333335
1906,Mr. Jealousy (1997),Comedy|Romance,0119717,53765,http://www.imdb.com/title/tt0119717/,2,2.5
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,0120762,10674,http://www.imdb.com/title/tt0120762/,45,3.566666666666667
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,0120902,846,http://www.imdb.com/title/tt0120902/,42,3.4404761904761907
1910,I Went Down (1997),Comedy|Crime|Drama,0126344,12655,http://www.imdb.com/title/tt0126344/,2,2
1911,Dr. Dolittle (1998),Comedy,0118998,3050,http://www.imdb.com/title/tt0118998/,32,2.609375
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,0120780,1389,http://www.imdb.com/title/tt0120780/,32,3.859375
1913,Picnic at Hanging Rock (1975),Drama|Mystery,0073540,11020,http://www.imdb.com/title/tt0073540/,3,4
1914,Smoke Signals (1998),Comedy|Drama,0120321,20862,http://www.imdb.com/title/tt0120321/,9,3.388888888888889
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,0118789,9464,http://www.imdb.com/title/tt0118789/,12,3.4166666666666665
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,0120591,95,http://www.imdb.com/title/tt0120591/,92,3.0543478260869565
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,0122151,944,http://www.imdb.com/title/tt0122151/,33,2.8484848484848486
1919,Madeline (1998),Children|Comedy,0123987,35680,http://www.imdb.com/title/tt0123987/,5,2.5
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,0122718,11551,http://www.imdb.com/title/tt0122718/,18,2.8333333333333335
1921,Pi (1998),Drama|Sci-Fi|Thriller,0138704,473,http://www.imdb.com/title/tt0138704/,47,3.851063829787234
1922,Whatever (1998),Drama,0140688,102304,http://www.imdb.com/title/tt0140688/,2,3.5
1923,There's Something About Mary (1998),Comedy|Romance,0129387,544,http://www.imdb.com/title/tt0129387/,105,3.676190476190476
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,0052077,10513,http://www.imdb.com/title/tt0052077/,8,3.1875
1926,"Broadway Melody, The (1929)",Musical,0019729,65203,http://www.imdb.com/title/tt0019729/,1,3
1927,All Quiet on the Western Front (1930),Action|Drama|War,0020629,143,http://www.imdb.com/title/tt0020629/,10,4.35
1928,Cimarron (1931),Drama|Western,0021746,42861,http://www.imdb.com/title/tt0021746/,1,3.5
1929,Grand Hotel (1932),Drama|Romance,0022958,33680,http://www.imdb.com/title/tt0022958/,2,4
1931,Mutiny on the Bounty (1935),Adventure|Drama,0026752,12311,http://www.imdb.com/title/tt0026752/,6,4.166666666666667
1932,"Great Ziegfeld, The (1936)",Drama|Musical,0027698,43277,http://www.imdb.com/title/tt0027698/,1,3.5
1933,"Life of Emile Zola, The (1937)",Drama,0029146,43278,http://www.imdb.com/title/tt0029146/,1,3
1934,You Can't Take It with You (1938),Comedy|Romance,0030993,34106,http://www.imdb.com/title/tt0030993/,3,3.8333333333333335
1936,Mrs. Miniver (1942),Drama|War,0035093,27367,http://www.imdb.com/title/tt0035093/,3,4
1937,Going My Way (1944),Comedy|Drama|Musical,0036872,17661,http://www.imdb.com/title/tt0036872/,2,3.25
1938,"Lost Weekend, The (1945)",Drama,0037884,28580,http://www.imdb.com/title/tt0037884/,3,4
1939,"Best Years of Our Lives, The (1946)",Drama|War,0036868,887,http://www.imdb.com/title/tt0036868/,8,4.0625
1940,Gentleman's Agreement (1947),Drama,0039416,33667,http://www.imdb.com/title/tt0039416/,1,4
1941,Hamlet (1948),Drama,0040416,23383,http://www.imdb.com/title/tt0040416/,2,3.5
1942,All the King's Men (1949),Drama,0041113,25430,http://www.imdb.com/title/tt0041113/,4,4.25
1944,From Here to Eternity (1953),Drama|Romance|War,0045793,11426,http://www.imdb.com/title/tt0045793/,11,3.9545454545454546
1945,On the Waterfront (1954),Crime|Drama,0047296,654,http://www.imdb.com/title/tt0047296/,24,4.1875
1946,Marty (1955),Drama|Romance,0048356,15919,http://www.imdb.com/title/tt0048356/,3,3.8333333333333335
1947,West Side Story (1961),Drama|Musical|Romance,0055614,1725,http://www.imdb.com/title/tt0055614/,34,3.6029411764705883
1948,Tom Jones (1963),Adventure|Comedy|Romance,0057590,5769,http://www.imdb.com/title/tt0057590/,7,3.642857142857143
1949,"Man for All Seasons, A (1966)",Drama,0060665,874,http://www.imdb.com/title/tt0060665/,6,4.333333333333333
1950,In the Heat of the Night (1967),Drama|Mystery,0061811,10633,http://www.imdb.com/title/tt0061811/,11,4.181818181818182
1951,Oliver! (1968),Drama|Musical,0063385,17917,http://www.imdb.com/title/tt0063385/,7,3.5714285714285716
1952,Midnight Cowboy (1969),Drama,0064665,3116,http://www.imdb.com/title/tt0064665/,22,3.9545454545454546
1953,"French Connection, The (1971)",Action|Crime|Thriller,0067116,1051,http://www.imdb.com/title/tt0067116/,39,3.871794871794872
1954,Rocky (1976),Drama,0075148,1366,http://www.imdb.com/title/tt0075148/,64,3.828125
1955,Kramer vs. Kramer (1979),Drama,0079417,12102,http://www.imdb.com/title/tt0079417/,14,3.892857142857143
1956,Ordinary People (1980),Drama,0081283,16619,http://www.imdb.com/title/tt0081283/,12,4
1957,Chariots of Fire (1981),Drama,0082158,9443,http://www.imdb.com/title/tt0082158/,13,4.038461538461538
1958,Terms of Endearment (1983),Comedy|Drama,0086425,11050,http://www.imdb.com/title/tt0086425/,22,3.7954545454545454
1959,Out of Africa (1985),Drama|Romance,0089755,606,http://www.imdb.com/title/tt0089755/,15,3.6666666666666665
1960,"Last Emperor, The (1987)",Drama,0093389,746,http://www.imdb.com/title/tt0093389/,26,3.6923076923076925
1961,Rain Man (1988),Drama,0095953,380,http://www.imdb.com/title/tt0095953/,96,3.8072916666666665
1962,Driving Miss Daisy (1989),Drama,0097239,403,http://www.imdb.com/title/tt0097239/,23,3.739130434782609
1963,Take the Money and Run (1969),Comedy|Crime,0065063,11485,http://www.imdb.com/title/tt0065063/,11,3.3636363636363638
1964,Klute (1971),Drama|Mystery,0067309,466,http://www.imdb.com/title/tt0067309/,6,4.083333333333333
1965,Repo Man (1984),Comedy|Sci-Fi,0087995,13820,http://www.imdb.com/title/tt0087995/,21,3.380952380952381
1966,Metropolitan (1990),Comedy,0100142,15389,http://www.imdb.com/title/tt0100142/,8,3.625
1967,Labyrinth (1986),Adventure|Fantasy|Musical,0091369,13597,http://www.imdb.com/title/tt0091369/,42,3.8214285714285716
1968,"Breakfast Club, The (1985)",Comedy|Drama,0088847,2108,http://www.imdb.com/title/tt0088847/,113,3.7787610619469025
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,0089686,10014,http://www.imdb.com/title/tt0089686/,10,2.35
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,0093629,10072,http://www.imdb.com/title/tt0093629/,12,2.9166666666666665
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,0095742,10131,http://www.imdb.com/title/tt0095742/,7,2.4285714285714284
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,0097981,10160,http://www.imdb.com/title/tt0097981/,7,2.142857142857143
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,0101917,11284,http://www.imdb.com/title/tt0101917/,5,2.2
1974,Friday the 13th (1980),Horror|Mystery|Thriller,0080761,4488,http://www.imdb.com/title/tt0080761/,16,2.875
1975,Friday the 13th Part 2 (1981),Horror,0082418,9725,http://www.imdb.com/title/tt0082418/,7,2.5
1976,Friday the 13th Part 3: 3D (1982),Horror,0083972,9728,http://www.imdb.com/title/tt0083972/,7,2.2142857142857144
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,0087298,9730,http://www.imdb.com/title/tt0087298/,6,2.5833333333333335
1978,Friday the 13th Part V: A New Beginning (1985),Horror,0089173,9731,http://www.imdb.com/title/tt0089173/,2,2.5
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,0091080,10225,http://www.imdb.com/title/tt0091080/,4,3.25
1980,Friday the 13th Part VII: The New Blood (1988),Horror,0095179,10281,http://www.imdb.com/title/tt0095179/,1,2
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,0097388,10283,http://www.imdb.com/title/tt0097388/,3,2
1982,Halloween (1978),Horror,0077651,948,http://www.imdb.com/title/tt0077651/,27,3.7222222222222223
1983,Halloween II (1981),Horror,0082495,11281,http://www.imdb.com/title/tt0082495/,5,2.4
1984,Halloween III: Season of the Witch (1982),Horror,0085636,10676,http://www.imdb.com/title/tt0085636/,3,2.1666666666666665
1985,Halloween 4: The Return of Michael Myers (1988),Horror,0095271,11357,http://www.imdb.com/title/tt0095271/,1,2
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,0097474,11361,http://www.imdb.com/title/tt0097474/,2,1.5
1987,Prom Night (1980),Horror,0081383,36599,http://www.imdb.com/title/tt0081383/,2,2.5
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,0105179,41769,http://www.imdb.com/title/tt0105179/,1,4
1991,Child's Play (1988),Horror|Thriller,0094862,10585,http://www.imdb.com/title/tt0094862/,12,2.7083333333333335
1992,Child's Play 2 (1990),Horror|Thriller,0099253,11186,http://www.imdb.com/title/tt0099253/,4,2.375
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,0103956,11187,http://www.imdb.com/title/tt0103956/,5,1.8
1994,Poltergeist (1982),Horror|Thriller,0084516,609,http://www.imdb.com/title/tt0084516/,47,3.425531914893617
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,0091778,11133,http://www.imdb.com/title/tt0091778/,6,1.6666666666666667
1996,Poltergeist III (1988),Horror|Thriller,0095889,10306,http://www.imdb.com/title/tt0095889/,4,1.875
1997,"Exorcist, The (1973)",Horror|Mystery,0070047,9552,http://www.imdb.com/title/tt0070047/,53,3.801886792
1998,Exorcist II: The Heretic (1977),Horror,0076009,11586,http://www.imdb.com/title/tt0076009/,4,1.5
1999,"Exorcist III, The (1990)",Horror,0099528,11587,http://www.imdb.com/title/tt0099528/,4,2
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,0093409,941,http://www.imdb.com/title/tt0093409/,75,3.6733333333333333
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,0097733,942,http://www.imdb.com/title/tt0097733/,47,3.1808510638297873
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,0104714,943,http://www.imdb.com/title/tt0104714/,46,2.9347826086956523
2003,Gremlins (1984),Comedy|Horror,0087363,927,http://www.imdb.com/title/tt0087363/,41,3.3780487804878048
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,0099700,928,http://www.imdb.com/title/tt0099700/,15,3.3333333333333335
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,0089218,9340,http://www.imdb.com/title/tt0089218/,57,3.5701754385964914
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,0120746,9342,http://www.imdb.com/title/tt0120746/,60,3.1
2007,Polish Wedding (1998),Comedy,0119910,38509,http://www.imdb.com/title/tt0119910/,2,3.5
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,0117898,60033,http://www.imdb.com/title/tt0117898/,1,3
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,0070723,12101,http://www.imdb.com/title/tt0070723/,19,3.473684210526316
2010,Metropolis (1927),Drama|Sci-Fi,0017136,19,http://www.imdb.com/title/tt0017136/,21,3.857142857142857
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,0096874,165,http://www.imdb.com/title/tt0096874/,87,3.5057471264367814
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,0099088,196,http://www.imdb.com/title/tt0099088/,88,3.3693181818181817
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,0069113,551,http://www.imdb.com/title/tt0069113/,21,3.0952380952380953
2014,Freaky Friday (1977),Children|Comedy|Fantasy,0076054,16084,http://www.imdb.com/title/tt0076054/,8,2.625
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,0054594,17984,http://www.imdb.com/title/tt0054594/,9,3.388888888888889
